year,sex,agegrp,drugname,deaths,pop,rate
Tot,T,80+,OPIATE,2,1724447,0.1159792096
Tot,T,80+,OXYCODONE,5,1724447,0.2899480239
2003,F,Total,ACETAMINOPHEN,7,3073287,0.2277691605
2003,F,Total,ALCOHOL,30,3073287,0.976153545
2003,F,Total,ALPRAZOLAM,7,3073287,0.2277691605
2003,F,Total,AMITRIPTYLINE,31,3073287,1.0086919965
2003,F,Total,CITALOPRAM,26,3073287,0.845999739
2003,F,Total,COCAINE,47,3073287,1.5293072206
2003,F,Total,DIAZEPAM,27,3073287,0.8785381905
2003,F,Total,DIPHENHYDRAMINE,34,3073287,1.1063073511
2003,F,Total,HEROIN,13,3073287,0.4229998695
2003,F,Total,HYDROCODONE,25,3073287,0.8134612875
2003,F,Total,METHADONE,59,3073287,1.9197686386
2003,F,Total,METHAMPHETAMINE,21,3073287,0.6833074815
2003,F,Total,MORPHINE,21,3073287,0.6833074815
2003,F,Total,OPIATE,26,3073287,0.845999739
2003,F,Total,OXYCODONE,31,3073287,1.0086919965
2003,F,0-9,ACETAMINOPHEN,0,397542,0
2003,F,0-9,ALCOHOL,0,397542,0
2003,F,0-9,ALPRAZOLAM,0,397542,0
2003,F,0-9,AMITRIPTYLINE,0,397542,0
2003,F,0-9,CITALOPRAM,0,397542,0
2003,F,0-9,COCAINE,0,397542,0
2003,F,0-9,DIAZEPAM,0,397542,0
2003,F,0-9,DIPHENHYDRAMINE,0,397542,0
2003,F,0-9,HEROIN,0,397542,0
2003,F,0-9,HYDROCODONE,0,397542,0
2003,F,0-9,METHADONE,0,397542,0
2003,F,0-9,METHAMPHETAMINE,0,397542,0
2003,F,0-9,MORPHINE,0,397542,0
2003,F,0-9,OPIATE,0,397542,0
2003,F,0-9,OXYCODONE,0,397542,0
2003,F,10-19,ACETAMINOPHEN,0,432319,0
2003,F,10-19,ALCOHOL,1,432319,0.2313106757
2003,F,10-19,ALPRAZOLAM,0,432319,0
2003,F,10-19,AMITRIPTYLINE,0,432319,0
2003,F,10-19,CITALOPRAM,0,432319,0
2003,F,10-19,COCAINE,0,432319,0
2003,F,10-19,DIAZEPAM,1,432319,0.2313106757
2003,F,10-19,DIPHENHYDRAMINE,2,432319,0.4626213514
2003,F,10-19,HEROIN,0,432319,0
2003,F,10-19,HYDROCODONE,0,432319,0
2003,F,10-19,METHADONE,1,432319,0.2313106757
2003,F,10-19,METHAMPHETAMINE,0,432319,0
2003,F,10-19,MORPHINE,0,432319,0
2003,F,10-19,OPIATE,0,432319,0
2003,F,10-19,OXYCODONE,0,432319,0
2003,F,20-29,ACETAMINOPHEN,1,404420,0.247267692
2003,F,20-29,ALCOHOL,5,404420,1.23633846
2003,F,20-29,ALPRAZOLAM,0,404420,0
2003,F,20-29,AMITRIPTYLINE,3,404420,0.741803076
2003,F,20-29,CITALOPRAM,6,404420,1.483606152
2003,F,20-29,COCAINE,7,404420,1.730873844
2003,F,20-29,DIAZEPAM,5,404420,1.23633846
2003,F,20-29,DIPHENHYDRAMINE,4,404420,0.989070768
2003,F,20-29,HEROIN,2,404420,0.494535384
2003,F,20-29,HYDROCODONE,2,404420,0.494535384
2003,F,20-29,METHADONE,8,404420,1.978141536
2003,F,20-29,METHAMPHETAMINE,4,404420,0.989070768
2003,F,20-29,MORPHINE,1,404420,0.247267692
2003,F,20-29,OPIATE,1,404420,0.247267692
2003,F,20-29,OXYCODONE,2,404420,0.494535384
2003,F,30-39,ACETAMINOPHEN,0,440948,0
2003,F,30-39,ALCOHOL,7,440948,1.5874887742
2003,F,30-39,ALPRAZOLAM,0,440948,0
2003,F,30-39,AMITRIPTYLINE,8,440948,1.8142728848
2003,F,30-39,CITALOPRAM,5,440948,1.133920553
2003,F,30-39,COCAINE,13,440948,2.9481934378
2003,F,30-39,DIAZEPAM,4,440948,0.9071364424
2003,F,30-39,DIPHENHYDRAMINE,8,440948,1.8142728848
2003,F,30-39,HEROIN,1,440948,0.2267841106
2003,F,30-39,HYDROCODONE,6,440948,1.3607046636
2003,F,30-39,METHADONE,14,440948,3.1749775484
2003,F,30-39,METHAMPHETAMINE,5,440948,1.133920553
2003,F,30-39,MORPHINE,5,440948,1.133920553
2003,F,30-39,OPIATE,5,440948,1.133920553
2003,F,30-39,OXYCODONE,7,440948,1.5874887742
2003,F,40-49,ACETAMINOPHEN,4,490248,0.8159135784
2003,F,40-49,ALCOHOL,10,490248,2.0397839461
2003,F,40-49,ALPRAZOLAM,4,490248,0.8159135784
2003,F,40-49,AMITRIPTYLINE,13,490248,2.6517191299
2003,F,40-49,CITALOPRAM,11,490248,2.2437623407
2003,F,40-49,COCAINE,18,490248,3.671611103
2003,F,40-49,DIAZEPAM,12,490248,2.4477407353
2003,F,40-49,DIPHENHYDRAMINE,11,490248,2.2437623407
2003,F,40-49,HEROIN,7,490248,1.4278487623
2003,F,40-49,HYDROCODONE,13,490248,2.6517191299
2003,F,40-49,METHADONE,22,490248,4.4875246814
2003,F,40-49,METHAMPHETAMINE,12,490248,2.4477407353
2003,F,40-49,MORPHINE,8,490248,1.6318271569
2003,F,40-49,OPIATE,13,490248,2.6517191299
2003,F,40-49,OXYCODONE,9,490248,1.8358055515
2003,F,50-59,ACETAMINOPHEN,2,392084,0.5100947756
2003,F,50-59,ALCOHOL,6,392084,1.5302843268
2003,F,50-59,ALPRAZOLAM,2,392084,0.5100947756
2003,F,50-59,AMITRIPTYLINE,6,392084,1.5302843268
2003,F,50-59,CITALOPRAM,4,392084,1.0201895512
2003,F,50-59,COCAINE,8,392084,2.0403791024
2003,F,50-59,DIAZEPAM,4,392084,1.0201895512
2003,F,50-59,DIPHENHYDRAMINE,6,392084,1.5302843268
2003,F,50-59,HEROIN,3,392084,0.7651421634
2003,F,50-59,HYDROCODONE,4,392084,1.0201895512
2003,F,50-59,METHADONE,13,392084,3.3156160415
2003,F,50-59,METHAMPHETAMINE,0,392084,0
2003,F,50-59,MORPHINE,4,392084,1.0201895512
2003,F,50-59,OPIATE,6,392084,1.5302843268
2003,F,50-59,OXYCODONE,9,392084,2.2954264902
2003,F,60-69,ACETAMINOPHEN,0,221759,0
2003,F,60-69,ALCOHOL,1,221759,0.4509399844
2003,F,60-69,ALPRAZOLAM,0,221759,0
2003,F,60-69,AMITRIPTYLINE,0,221759,0
2003,F,60-69,CITALOPRAM,0,221759,0
2003,F,60-69,COCAINE,1,221759,0.4509399844
2003,F,60-69,DIAZEPAM,1,221759,0.4509399844
2003,F,60-69,DIPHENHYDRAMINE,2,221759,0.9018799688
2003,F,60-69,HEROIN,0,221759,0
2003,F,60-69,HYDROCODONE,0,221759,0
2003,F,60-69,METHADONE,0,221759,0
2003,F,60-69,METHAMPHETAMINE,0,221759,0
2003,F,60-69,MORPHINE,1,221759,0.4509399844
2003,F,60-69,OPIATE,0,221759,0
2003,F,60-69,OXYCODONE,3,221759,1.3528199532
2003,F,70-79,ACETAMINOPHEN,0,166658,0
2003,F,70-79,ALCOHOL,0,166658,0
2003,F,70-79,ALPRAZOLAM,1,166658,0.6000312016
2003,F,70-79,AMITRIPTYLINE,1,166658,0.6000312016
2003,F,70-79,CITALOPRAM,0,166658,0
2003,F,70-79,COCAINE,0,166658,0
2003,F,70-79,DIAZEPAM,0,166658,0
2003,F,70-79,DIPHENHYDRAMINE,1,166658,0.6000312016
2003,F,70-79,HEROIN,0,166658,0
2003,F,70-79,HYDROCODONE,0,166658,0
2003,F,70-79,METHADONE,1,166658,0.6000312016
2003,F,70-79,METHAMPHETAMINE,0,166658,0
2003,F,70-79,MORPHINE,1,166658,0.6000312016
2003,F,70-79,OPIATE,0,166658,0
2003,F,70-79,OXYCODONE,1,166658,0.6000312016
2003,F,80+,ACETAMINOPHEN,0,127309,0
2003,F,80+,ALCOHOL,0,127309,0
2003,F,80+,ALPRAZOLAM,0,127309,0
2003,F,80+,AMITRIPTYLINE,0,127309,0
2003,F,80+,CITALOPRAM,0,127309,0
2003,F,80+,COCAINE,0,127309,0
2003,F,80+,DIAZEPAM,0,127309,0
2003,F,80+,DIPHENHYDRAMINE,0,127309,0
2003,F,80+,HEROIN,0,127309,0
2003,F,80+,HYDROCODONE,0,127309,0
2003,F,80+,METHADONE,0,127309,0
2003,F,80+,METHAMPHETAMINE,0,127309,0
2003,F,80+,MORPHINE,1,127309,0.7854904209
2003,F,80+,OPIATE,1,127309,0.7854904209
2003,F,80+,OXYCODONE,0,127309,0
2003,M,Total,ACETAMINOPHEN,15,3053598,0.4912237957
2003,M,Total,ALCOHOL,124,3053598,4.0607833775
2003,M,Total,ALPRAZOLAM,17,3053598,0.5567203018
2003,M,Total,AMITRIPTYLINE,29,3053598,0.9496993383
2003,M,Total,CITALOPRAM,23,3053598,0.75320982
2003,M,Total,COCAINE,104,3053598,3.4058183166
2003,M,Total,DIAZEPAM,33,3053598,1.0806923505
2003,M,Total,DIPHENHYDRAMINE,31,3053598,1.0151958444
2003,M,Total,HEROIN,55,3053598,1.8011539174
2003,M,Total,HYDROCODONE,15,3053598,0.4912237957
2003,M,Total,METHADONE,98,3053598,3.2093287984
2003,M,Total,METHAMPHETAMINE,57,3053598,1.8666504235
2003,M,Total,MORPHINE,35,3053598,1.1461888566
2003,M,Total,OPIATE,69,3053598,2.2596294601
2003,M,Total,OXYCODONE,44,3053598,1.440923134
2003,M,0-9,ACETAMINOPHEN,0,417431,0
2003,M,0-9,ALCOHOL,0,417431,0
2003,M,0-9,ALPRAZOLAM,0,417431,0
2003,M,0-9,AMITRIPTYLINE,0,417431,0
2003,M,0-9,CITALOPRAM,0,417431,0
2003,M,0-9,COCAINE,0,417431,0
2003,M,0-9,DIAZEPAM,0,417431,0
2003,M,0-9,DIPHENHYDRAMINE,0,417431,0
2003,M,0-9,HEROIN,0,417431,0
2003,M,0-9,HYDROCODONE,0,417431,0
2003,M,0-9,METHADONE,0,417431,0
2003,M,0-9,METHAMPHETAMINE,0,417431,0
2003,M,0-9,MORPHINE,0,417431,0
2003,M,0-9,OPIATE,0,417431,0
2003,M,0-9,OXYCODONE,0,417431,0
2003,M,10-19,ACETAMINOPHEN,0,456164,0
2003,M,10-19,ALCOHOL,0,456164,0
2003,M,10-19,ALPRAZOLAM,1,456164,0.2192194035
2003,M,10-19,AMITRIPTYLINE,0,456164,0
2003,M,10-19,CITALOPRAM,2,456164,0.4384388071
2003,M,10-19,COCAINE,2,456164,0.4384388071
2003,M,10-19,DIAZEPAM,0,456164,0
2003,M,10-19,DIPHENHYDRAMINE,2,456164,0.4384388071
2003,M,10-19,HEROIN,1,456164,0.2192194035
2003,M,10-19,HYDROCODONE,0,456164,0
2003,M,10-19,METHADONE,3,456164,0.6576582106
2003,M,10-19,METHAMPHETAMINE,2,456164,0.4384388071
2003,M,10-19,MORPHINE,1,456164,0.2192194035
2003,M,10-19,OPIATE,0,456164,0
2003,M,10-19,OXYCODONE,1,456164,0.2192194035
2003,M,20-29,ACETAMINOPHEN,2,426376,0.4690695536
2003,M,20-29,ALCOHOL,12,426376,2.8144173218
2003,M,20-29,ALPRAZOLAM,1,426376,0.2345347768
2003,M,20-29,AMITRIPTYLINE,2,426376,0.4690695536
2003,M,20-29,CITALOPRAM,1,426376,0.2345347768
2003,M,20-29,COCAINE,16,426376,3.7525564291
2003,M,20-29,DIAZEPAM,8,426376,1.8762782145
2003,M,20-29,DIPHENHYDRAMINE,5,426376,1.1726738841
2003,M,20-29,HEROIN,7,426376,1.6417434377
2003,M,20-29,HYDROCODONE,1,426376,0.2345347768
2003,M,20-29,METHADONE,15,426376,3.5180216523
2003,M,20-29,METHAMPHETAMINE,13,426376,3.0489520986
2003,M,20-29,MORPHINE,4,426376,0.9381391073
2003,M,20-29,OPIATE,11,426376,2.579882545
2003,M,20-29,OXYCODONE,5,426376,1.1726738841
2003,M,30-39,ACETAMINOPHEN,5,458476,1.0905696263
2003,M,30-39,ALCOHOL,29,458476,6.3253038327
2003,M,30-39,ALPRAZOLAM,4,458476,0.8724557011
2003,M,30-39,AMITRIPTYLINE,5,458476,1.0905696263
2003,M,30-39,CITALOPRAM,2,458476,0.4362278505
2003,M,30-39,COCAINE,22,458476,4.7985063558
2003,M,30-39,DIAZEPAM,5,458476,1.0905696263
2003,M,30-39,DIPHENHYDRAMINE,7,458476,1.5267974769
2003,M,30-39,HEROIN,9,458476,1.9630253274
2003,M,30-39,HYDROCODONE,2,458476,0.4362278505
2003,M,30-39,METHADONE,16,458476,3.4898228042
2003,M,30-39,METHAMPHETAMINE,12,458476,2.6173671032
2003,M,30-39,MORPHINE,8,458476,1.7449114021
2003,M,30-39,OPIATE,22,458476,4.7985063558
2003,M,30-39,OXYCODONE,11,458476,2.3992531779
2003,M,40-49,ACETAMINOPHEN,1,490564,0.2038470006
2003,M,40-49,ALCOHOL,53,490564,10.803891032
2003,M,40-49,ALPRAZOLAM,5,490564,1.019235003
2003,M,40-49,AMITRIPTYLINE,10,490564,2.038470006
2003,M,40-49,CITALOPRAM,10,490564,2.038470006
2003,M,40-49,COCAINE,32,490564,6.523104019
2003,M,40-49,DIAZEPAM,12,490564,2.4461640071
2003,M,40-49,DIPHENHYDRAMINE,9,490564,1.8346230054
2003,M,40-49,HEROIN,30,490564,6.1154100179
2003,M,40-49,HYDROCODONE,4,490564,0.8153880024
2003,M,40-49,METHADONE,36,490564,7.3384920214
2003,M,40-49,METHAMPHETAMINE,22,490564,4.4846340131
2003,M,40-49,MORPHINE,14,490564,2.8538580083
2003,M,40-49,OPIATE,20,490564,4.0769400119
2003,M,40-49,OXYCODONE,12,490564,2.4461640071
2003,M,50-59,ACETAMINOPHEN,6,384547,1.5602774173
2003,M,50-59,ALCOHOL,26,384547,6.7612021417
2003,M,50-59,ALPRAZOLAM,4,384547,1.0401849449
2003,M,50-59,AMITRIPTYLINE,10,384547,2.6004623622
2003,M,50-59,CITALOPRAM,6,384547,1.5602774173
2003,M,50-59,COCAINE,31,384547,8.0614333228
2003,M,50-59,DIAZEPAM,7,384547,1.8203236535
2003,M,50-59,DIPHENHYDRAMINE,8,384547,2.0803698898
2003,M,50-59,HEROIN,7,384547,1.8203236535
2003,M,50-59,HYDROCODONE,7,384547,1.8203236535
2003,M,50-59,METHADONE,26,384547,6.7612021417
2003,M,50-59,METHAMPHETAMINE,7,384547,1.8203236535
2003,M,50-59,MORPHINE,7,384547,1.8203236535
2003,M,50-59,OPIATE,15,384547,3.9006935433
2003,M,50-59,OXYCODONE,12,384547,3.1205548346
2003,M,60-69,ACETAMINOPHEN,1,213093,0.4692786718
2003,M,60-69,ALCOHOL,3,213093,1.4078360153
2003,M,60-69,ALPRAZOLAM,2,213093,0.9385573435
2003,M,60-69,AMITRIPTYLINE,1,213093,0.4692786718
2003,M,60-69,CITALOPRAM,2,213093,0.9385573435
2003,M,60-69,COCAINE,1,213093,0.4692786718
2003,M,60-69,DIAZEPAM,1,213093,0.4692786718
2003,M,60-69,DIPHENHYDRAMINE,0,213093,0
2003,M,60-69,HEROIN,0,213093,0
2003,M,60-69,HYDROCODONE,1,213093,0.4692786718
2003,M,60-69,METHADONE,2,213093,0.9385573435
2003,M,60-69,METHAMPHETAMINE,1,213093,0.4692786718
2003,M,60-69,MORPHINE,1,213093,0.4692786718
2003,M,60-69,OPIATE,1,213093,0.4692786718
2003,M,60-69,OXYCODONE,3,213093,1.4078360153
2003,M,70-79,ACETAMINOPHEN,0,134474,0
2003,M,70-79,ALCOHOL,0,134474,0
2003,M,70-79,ALPRAZOLAM,0,134474,0
2003,M,70-79,AMITRIPTYLINE,0,134474,0
2003,M,70-79,CITALOPRAM,0,134474,0
2003,M,70-79,COCAINE,0,134474,0
2003,M,70-79,DIAZEPAM,0,134474,0
2003,M,70-79,DIPHENHYDRAMINE,0,134474,0
2003,M,70-79,HEROIN,1,134474,0.7436381754
2003,M,70-79,HYDROCODONE,0,134474,0
2003,M,70-79,METHADONE,0,134474,0
2003,M,70-79,METHAMPHETAMINE,0,134474,0
2003,M,70-79,MORPHINE,0,134474,0
2003,M,70-79,OPIATE,0,134474,0
2003,M,70-79,OXYCODONE,0,134474,0
2003,M,80+,ACETAMINOPHEN,0,72473,0
2003,M,80+,ALCOHOL,1,72473,1.3798242104
2003,M,80+,ALPRAZOLAM,0,72473,0
2003,M,80+,AMITRIPTYLINE,1,72473,1.3798242104
2003,M,80+,CITALOPRAM,0,72473,0
2003,M,80+,COCAINE,0,72473,0
2003,M,80+,DIAZEPAM,0,72473,0
2003,M,80+,DIPHENHYDRAMINE,0,72473,0
2003,M,80+,HEROIN,0,72473,0
2003,M,80+,HYDROCODONE,0,72473,0
2003,M,80+,METHADONE,0,72473,0
2003,M,80+,METHAMPHETAMINE,0,72473,0
2003,M,80+,MORPHINE,0,72473,0
2003,M,80+,OPIATE,0,72473,0
2003,M,80+,OXYCODONE,0,72473,0
2003,T,Total,ACETAMINOPHEN,22,6126885,0.3590731669
2003,T,Total,ALCOHOL,154,6126885,2.5135121681
2003,T,Total,ALPRAZOLAM,24,6126885,0.391716182
2003,T,Total,AMITRIPTYLINE,60,6126885,0.9792904551
2003,T,Total,CITALOPRAM,49,6126885,0.7997538717
2003,T,Total,COCAINE,151,6126885,2.4645476453
2003,T,Total,DIAZEPAM,60,6126885,0.9792904551
2003,T,Total,DIPHENHYDRAMINE,65,6126885,1.060897993
2003,T,Total,HEROIN,68,6126885,1.1098625158
2003,T,Total,HYDROCODONE,40,6126885,0.6528603034
2003,T,Total,METHADONE,157,6126885,2.5624766908
2003,T,Total,METHAMPHETAMINE,78,6126885,1.2730775916
2003,T,Total,MORPHINE,56,6126885,0.9140044248
2003,T,Total,OPIATE,95,6126885,1.5505432206
2003,T,Total,OXYCODONE,75,6126885,1.2241130689
2003,T,0-9,ACETAMINOPHEN,0,814973,0
2003,T,0-9,ALCOHOL,0,814973,0
2003,T,0-9,ALPRAZOLAM,0,814973,0
2003,T,0-9,AMITRIPTYLINE,0,814973,0
2003,T,0-9,CITALOPRAM,0,814973,0
2003,T,0-9,COCAINE,0,814973,0
2003,T,0-9,DIAZEPAM,0,814973,0
2003,T,0-9,DIPHENHYDRAMINE,0,814973,0
2003,T,0-9,HEROIN,0,814973,0
2003,T,0-9,HYDROCODONE,0,814973,0
2003,T,0-9,METHADONE,0,814973,0
2003,T,0-9,METHAMPHETAMINE,0,814973,0
2003,T,0-9,MORPHINE,0,814973,0
2003,T,0-9,OPIATE,0,814973,0
2003,T,0-9,OXYCODONE,0,814973,0
2003,T,10-19,ACETAMINOPHEN,0,888483,0
2003,T,10-19,ALCOHOL,1,888483,0.1125513938
2003,T,10-19,ALPRAZOLAM,1,888483,0.1125513938
2003,T,10-19,AMITRIPTYLINE,0,888483,0
2003,T,10-19,CITALOPRAM,2,888483,0.2251027876
2003,T,10-19,COCAINE,2,888483,0.2251027876
2003,T,10-19,DIAZEPAM,1,888483,0.1125513938
2003,T,10-19,DIPHENHYDRAMINE,4,888483,0.4502055751
2003,T,10-19,HEROIN,1,888483,0.1125513938
2003,T,10-19,HYDROCODONE,0,888483,0
2003,T,10-19,METHADONE,4,888483,0.4502055751
2003,T,10-19,METHAMPHETAMINE,2,888483,0.2251027876
2003,T,10-19,MORPHINE,1,888483,0.1125513938
2003,T,10-19,OPIATE,0,888483,0
2003,T,10-19,OXYCODONE,1,888483,0.1125513938
2003,T,20-29,ACETAMINOPHEN,3,830796,0.3610994757
2003,T,20-29,ALCOHOL,17,830796,2.0462303622
2003,T,20-29,ALPRAZOLAM,1,830796,0.1203664919
2003,T,20-29,AMITRIPTYLINE,5,830796,0.6018324595
2003,T,20-29,CITALOPRAM,7,830796,0.8425654433
2003,T,20-29,COCAINE,23,830796,2.7684293136
2003,T,20-29,DIAZEPAM,13,830796,1.5647643946
2003,T,20-29,DIPHENHYDRAMINE,9,830796,1.0832984271
2003,T,20-29,HEROIN,9,830796,1.0832984271
2003,T,20-29,HYDROCODONE,3,830796,0.3610994757
2003,T,20-29,METHADONE,23,830796,2.7684293136
2003,T,20-29,METHAMPHETAMINE,17,830796,2.0462303622
2003,T,20-29,MORPHINE,5,830796,0.6018324595
2003,T,20-29,OPIATE,12,830796,1.4443979027
2003,T,20-29,OXYCODONE,7,830796,0.8425654433
2003,T,30-39,ACETAMINOPHEN,5,899424,0.5559113388
2003,T,30-39,ALCOHOL,36,899424,4.0025616394
2003,T,30-39,ALPRAZOLAM,4,899424,0.444729071
2003,T,30-39,AMITRIPTYLINE,13,899424,1.4453694809
2003,T,30-39,CITALOPRAM,7,899424,0.7782758743
2003,T,30-39,COCAINE,35,899424,3.8913793717
2003,T,30-39,DIAZEPAM,9,899424,1.0006404099
2003,T,30-39,DIPHENHYDRAMINE,15,899424,1.6677340164
2003,T,30-39,HEROIN,10,899424,1.1118226776
2003,T,30-39,HYDROCODONE,8,899424,0.8894581421
2003,T,30-39,METHADONE,30,899424,3.3354680329
2003,T,30-39,METHAMPHETAMINE,17,899424,1.890098552
2003,T,30-39,MORPHINE,13,899424,1.4453694809
2003,T,30-39,OPIATE,27,899424,3.0019212296
2003,T,30-39,OXYCODONE,18,899424,2.0012808197
2003,T,40-49,ACETAMINOPHEN,5,980812,0.5097816911
2003,T,40-49,ALCOHOL,63,980812,6.4232493077
2003,T,40-49,ALPRAZOLAM,9,980812,0.917607044
2003,T,40-49,AMITRIPTYLINE,23,980812,2.344995779
2003,T,40-49,CITALOPRAM,21,980812,2.1410831026
2003,T,40-49,COCAINE,50,980812,5.0978169109
2003,T,40-49,DIAZEPAM,24,980812,2.4469521172
2003,T,40-49,DIPHENHYDRAMINE,20,980812,2.0391267644
2003,T,40-49,HEROIN,37,980812,3.7723845141
2003,T,40-49,HYDROCODONE,17,980812,1.7332577497
2003,T,40-49,METHADONE,58,980812,5.9134676166
2003,T,40-49,METHAMPHETAMINE,34,980812,3.4665154994
2003,T,40-49,MORPHINE,22,980812,2.2430394408
2003,T,40-49,OPIATE,33,980812,3.3645591612
2003,T,40-49,OXYCODONE,21,980812,2.1410831026
2003,T,50-59,ACETAMINOPHEN,8,776631,1.030090223
2003,T,50-59,ALCOHOL,32,776631,4.1203608921
2003,T,50-59,ALPRAZOLAM,6,776631,0.7725676673
2003,T,50-59,AMITRIPTYLINE,16,776631,2.0601804461
2003,T,50-59,CITALOPRAM,10,776631,1.2876127788
2003,T,50-59,COCAINE,39,776631,5.0216898373
2003,T,50-59,DIAZEPAM,11,776631,1.4163740567
2003,T,50-59,DIPHENHYDRAMINE,14,776631,1.8026578903
2003,T,50-59,HEROIN,10,776631,1.2876127788
2003,T,50-59,HYDROCODONE,11,776631,1.4163740567
2003,T,50-59,METHADONE,39,776631,5.0216898373
2003,T,50-59,METHAMPHETAMINE,7,776631,0.9013289451
2003,T,50-59,MORPHINE,11,776631,1.4163740567
2003,T,50-59,OPIATE,21,776631,2.7039868354
2003,T,50-59,OXYCODONE,21,776631,2.7039868354
2003,T,60-69,ACETAMINOPHEN,1,434852,0.2299632979
2003,T,60-69,ALCOHOL,4,434852,0.9198531914
2003,T,60-69,ALPRAZOLAM,2,434852,0.4599265957
2003,T,60-69,AMITRIPTYLINE,1,434852,0.2299632979
2003,T,60-69,CITALOPRAM,2,434852,0.4599265957
2003,T,60-69,COCAINE,2,434852,0.4599265957
2003,T,60-69,DIAZEPAM,2,434852,0.4599265957
2003,T,60-69,DIPHENHYDRAMINE,2,434852,0.4599265957
2003,T,60-69,HEROIN,0,434852,0
2003,T,60-69,HYDROCODONE,1,434852,0.2299632979
2003,T,60-69,METHADONE,2,434852,0.4599265957
2003,T,60-69,METHAMPHETAMINE,1,434852,0.2299632979
2003,T,60-69,MORPHINE,2,434852,0.4599265957
2003,T,60-69,OPIATE,1,434852,0.2299632979
2003,T,60-69,OXYCODONE,6,434852,1.3797797871
2003,T,70-79,ACETAMINOPHEN,0,301132,0
2003,T,70-79,ALCOHOL,0,301132,0
2003,T,70-79,ALPRAZOLAM,1,301132,0.3320802837
2003,T,70-79,AMITRIPTYLINE,1,301132,0.3320802837
2003,T,70-79,CITALOPRAM,0,301132,0
2003,T,70-79,COCAINE,0,301132,0
2003,T,70-79,DIAZEPAM,0,301132,0
2003,T,70-79,DIPHENHYDRAMINE,1,301132,0.3320802837
2003,T,70-79,HEROIN,1,301132,0.3320802837
2003,T,70-79,HYDROCODONE,0,301132,0
2003,T,70-79,METHADONE,1,301132,0.3320802837
2003,T,70-79,METHAMPHETAMINE,0,301132,0
2003,T,70-79,MORPHINE,1,301132,0.3320802837
2003,T,70-79,OPIATE,0,301132,0
2003,T,70-79,OXYCODONE,1,301132,0.3320802837
2003,T,80+,ACETAMINOPHEN,0,199782,0
2003,T,80+,ALCOHOL,1,199782,0.5005455947
2003,T,80+,ALPRAZOLAM,0,199782,0
2003,T,80+,AMITRIPTYLINE,1,199782,0.5005455947
2003,T,80+,CITALOPRAM,0,199782,0
2003,T,80+,COCAINE,0,199782,0
2003,T,80+,DIAZEPAM,0,199782,0
2003,T,80+,DIPHENHYDRAMINE,0,199782,0
2003,T,80+,HEROIN,0,199782,0
2003,T,80+,HYDROCODONE,0,199782,0
2003,T,80+,METHADONE,0,199782,0
2003,T,80+,METHAMPHETAMINE,0,199782,0
2003,T,80+,MORPHINE,1,199782,0.5005455947
2003,T,80+,OPIATE,1,199782,0.5005455947
2003,T,80+,OXYCODONE,0,199782,0
2004,F,Total,ACETAMINOPHEN,28,3113248,0.8993822529
2004,F,Total,ALCOHOL,43,3113248,1.3811941741
2004,F,Total,ALPRAZOLAM,16,3113248,0.5139327159
2004,F,Total,AMITRIPTYLINE,26,3113248,0.8351406634
2004,F,Total,CITALOPRAM,26,3113248,0.8351406634
2004,F,Total,COCAINE,50,3113248,1.6060397373
2004,F,Total,DIAZEPAM,15,3113248,0.4818119212
2004,F,Total,DIPHENHYDRAMINE,38,3113248,1.2205902003
2004,F,Total,HEROIN,14,3113248,0.4496911264
2004,F,Total,HYDROCODONE,23,3113248,0.7387782791
2004,F,Total,METHADONE,99,3113248,3.1799586798
2004,F,Total,METHAMPHETAMINE,28,3113248,0.8993822529
2004,F,Total,MORPHINE,22,3113248,0.7066574844
2004,F,Total,OPIATE,24,3113248,0.7708990739
2004,F,Total,OXYCODONE,35,3113248,1.1242278161
2004,F,0-9,ACETAMINOPHEN,0,399475,0
2004,F,0-9,ALCOHOL,0,399475,0
2004,F,0-9,ALPRAZOLAM,0,399475,0
2004,F,0-9,AMITRIPTYLINE,0,399475,0
2004,F,0-9,CITALOPRAM,0,399475,0
2004,F,0-9,COCAINE,0,399475,0
2004,F,0-9,DIAZEPAM,0,399475,0
2004,F,0-9,DIPHENHYDRAMINE,0,399475,0
2004,F,0-9,HEROIN,0,399475,0
2004,F,0-9,HYDROCODONE,0,399475,0
2004,F,0-9,METHADONE,0,399475,0
2004,F,0-9,METHAMPHETAMINE,1,399475,0.2503285562
2004,F,0-9,MORPHINE,0,399475,0
2004,F,0-9,OPIATE,0,399475,0
2004,F,0-9,OXYCODONE,0,399475,0
2004,F,10-19,ACETAMINOPHEN,0,434482,0
2004,F,10-19,ALCOHOL,0,434482,0
2004,F,10-19,ALPRAZOLAM,0,434482,0
2004,F,10-19,AMITRIPTYLINE,0,434482,0
2004,F,10-19,CITALOPRAM,0,434482,0
2004,F,10-19,COCAINE,0,434482,0
2004,F,10-19,DIAZEPAM,0,434482,0
2004,F,10-19,DIPHENHYDRAMINE,1,434482,0.230159132
2004,F,10-19,HEROIN,0,434482,0
2004,F,10-19,HYDROCODONE,0,434482,0
2004,F,10-19,METHADONE,0,434482,0
2004,F,10-19,METHAMPHETAMINE,4,434482,0.9206365281
2004,F,10-19,MORPHINE,0,434482,0
2004,F,10-19,OPIATE,0,434482,0
2004,F,10-19,OXYCODONE,0,434482,0
2004,F,20-29,ACETAMINOPHEN,4,415234,0.9633122529
